alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.0,0.15000000000000002,0.0,0.85,0.6457680452157785,0.00034860747485502647,0.0004452065737389947,-9.096813958886507e-06,0.6666666666666666,0.0003390972600155684
0.0,0.15000000000000002,0.05,0.7999999999999999,0.6540366321922616,0.0077295184895624924,0.004357843772781468,0.0032393253791094256,1.0,0.00757873680810052
0.0,0.15000000000000002,0.1,0.75,0.6620663766245796,0.01728095254355977,0.00805290448673701,0.01155013545612471,1.0,0.016995160893627712
0.0,0.15000000000000002,0.15000000000000002,0.7,0.668577652386105,0.022956270014625673,0.010168911456491443,0.014675253169584734,1.0,0.02263142332234377
0.0,0.15000000000000002,0.2,0.6499999999999999,0.6761297117300922,0.03332604546170692,0.01259174016720018,0.021182268818135896,1.0,0.032958413659448065
0.0,0.2,0.0,0.8,0.6467350132142484,0.0006421101922390685,0.0008449896085958123,-1.3323892198435772e-05,0.6666666666666666,0.0006169977398127798
0.0,0.2,0.05,0.75,0.6548363054636117,0.008150244660142173,0.0061956312322512825,0.003264819655235507,1.0,0.007868433447349617
0.0,0.2,0.1,0.7000000000000001,0.6621980319018684,0.017573139411572125,0.008451930207315515,0.011575378448298923,1.0,0.017258058809539567
0.0,0.2,0.15000000000000002,0.65,0.6692652798774108,0.023375680335833555,0.01213599537823168,0.014700244877807078,1.0,0.02290721947963855
0.0,0.2,0.2,0.6000000000000001,0.6771507677612191,0.03427898589241696,0.015473577537942035,0.019155834298922647,1.0,0.033701228221121295
0.0,0.25,0.0,0.75,0.6482579360360814,0.002003607751850859,0.0027551155682121247,-1.814837389779722e-05,0.6666666666666666,0.0018527665419023718
0.0,0.25,0.05,0.7,0.6554130306986385,0.009838222703601796,0.006758365983079142,0.0042885650107525874,1.0,0.009522927215443547
0.0,0.25,0.1,0.65,0.6622736468984811,0.01719154438003534,0.009363168018081553,0.009592062274094815,1.0,0.01680507705307375
0.0,0.25,0.15000000000000002,0.6,0.670341954436433,0.02498317428214854,0.012504177425627124,0.012862040385826168,1.0,0.024506792353342344
0.0,0.25,0.2,0.55,0.6782270553487684,0.034766963382396855,0.016926765320467344,0.01813890338635049,1.0,0.03409447644025015
0.05,0.0,0.0,0.95,0.6499849322385888,0.0010530474935367036,0.0044472256789855015,-0.005232220193113979,0.6666666666666666,-0.0028484728746748333
0.05,0.0,0.05,0.8999999999999999,0.6587005013130137,0.014612385733057195,0.005690621289501603,0.01033437503653778,1.0,0.014448259232672653
0.05,0.0,0.1,0.85,0.6657863298795482,0.020434433034285975,0.009372439586945303,0.013625106286081157,1.0,0.020117477641436628
0.05,0.0,0.15000000000000002,0.7999999999999999,0.6730227673317603,0.025180954634569597,0.012744537108226005,0.014531797461208251,1.0,0.024738960189062034
0.05,0.0,0.2,0.75,0.6791301875430227,0.03222588065202433,0.017734093232071844,0.019156516380839816,1.0,0.03150687012083435
0.05,0.05,0.0,0.8999999999999999,0.6512861697580367,0.0029496320491558445,0.006275603723849409,-0.005206544487843634,0.6666666666666666,-0.001054160818566606
0.05,0.05,0.05,0.8499999999999999,0.6589442694085575,0.01710254478961822,0.007475158129047846,0.010331324282859655,1.0,0.016800530703980854
0.05,0.05,0.1,0.7999999999999999,0.6663635265149129,0.02126132567215729,0.010526596469270916,0.013621554177210116,1.0,0.02086358166142919
0.05,0.05,0.15000000000000002,0.7499999999999999,0.6731544896472599,0.02453250662307238,0.013177496215444279,0.01455671931462299,1.0,0.02405850989529735
0.05,0.05,0.2,0.7,0.6801516975838336,0.03244766308672964,0.018762127104187773,0.018141860551482036,1.0,0.031666840046586604
